순번,회사명,공장대표주소,업종명,전화번호
215,(주)그린메라민,부산광역시 사하구 다산로208번길 15 (장림동),주형 및 금형 제조업,051-327-3131
216,(주)그린애드랩스코리아,부산광역시 부산진구 진남로356번길 33(전포동),기타 인쇄업 외 1종,051-802-1500
217,(주)그린오토도어,부산광역시 강서구 제도로1092번다길 111-14 (강동동),그 외 기타 1차 철강 제조업,051-337-0091
218,(주)그린조이,부산광역시 기장군 장안읍 명례산단1로 115,셔츠 및 블라우스 제조업 외 2종,051-864-4478
219,(주)그린케미칼,"부산광역시 사상구 새벽로45번길 70-9 (학장동, 그린케미칼)",기타 기초 무기 화학물질 제조업,051-311-0361
220,(주)그린켐텍,부산광역시 강서구 낙동남로549번길 12 (녹산동),"탭, 밸브 및 유사장치 제조업",051-832-1616
221,(주)그린켐텍,부산광역시 강서구 녹산산업중로168번길 11 (송정동) (총 2 필지),계면활성제 제조업 외 4종,051-832-1616
222,(주)그린켐텍,부산광역시 강서구 녹산산업북로 200 (송정동),"탭, 밸브 및 유사장치 제조업",051-832-1618
223,(주)그린테크,"부산광역시 중구 충장대로9번길 17,  동일빌딩 지하1층 (중앙동4가)",컴퓨터 프린터 제조업 외 1종,051-467-8582
224,(주)그린테크아이앤씨,"부산광역시 해운대구 센텀중앙로 97, A동 13층 1308 (재송동, 센텀스카이비즈)","물질 검사, 측정 및 분석기구 제조업 외 1종",051-528-0578
225,(주)그린특수필터,부산광역시 강서구 원앙길 139 (강동동),그 외 기타 분류 안된 섬유제품 제조업 외 4종,051-971-9331
226,(주)그린푸드,"부산광역시 서구 원양로 67,  해원냉장 301 (암남동)",수산동물 건조 및 염장품 제조업,051-263-4076
227,(주)그린푸드,부산광역시 강서구 녹산산단407로 65 (송정동),수산동물 냉동품 제조업 외 1종,051-790-7777
228,(주)그린피앤티,부산광역시 강서구 녹산산업대로 117-7 (송정동),일반용 도료 및 관련제품 제조업,051-831-2291
229,(주)그림스,부산광역시 영도구 해양로65번길 29 (청학동),선박 구성 부분품 제조업,051-313-2222
230,(주)극동기계,부산광역시 사상구 학감대로147번길 38(학장동),그 외 기타 특수목적용 기계 제조업 외 2종,051-325-1161
231,(주)극동기계,부산광역시 사상구 학감대로147번길 54 (학장동),그 외 기타 특수목적용 기계 제조업 외 1종,051-325-1161
232,(주)극동마켓팅,부산광역시 강서구 가락대로 1326 (봉림동),,051-971-1163
233,(주)극동스텐,부산광역시 강서구 녹산산업북로 219 (송정동),금속탱크 및 저장용기 제조업 외 1종,051-832-1661
234,(주)극동에너토피아,부산광역시 강서구 제도로 975-9 (강동동),배전반 및 전기 자동제어반 제조업,051-896-1363
235,(주)글라막스코리아,부산광역시 강서구 과학산단1로103번길 48 (지사동),운송장비용 조명장치 제조업,051-971-7200
236,(주)글로리케이제이,부산광역시 사상구 가야대로11번길 10 (감전동),절삭가공 및 유사처리업,051-316-4594
237,(주)글로벌엔씨,"부산광역시 해운대구 센텀북대로 60, B4층 405 (재송동, 센텀 아이에스타워)","레이더, 항행용 무선기기 및 측량기구 제조업 외 5종",051-864-4441
238,(주)금강,부산광역시 사하구 다산로 168-1 (다대동),내연기관 제조업 외 1종,051-262-4894
239,(주)금강,부산광역시 사하구 다산로 170 (다대동),내연기관 제조업 외 2종,051-264-4890
240,(주)금강부러쉬,부산광역시 기장군 정관읍 산단7로 31,일반철물 제조업,051-525-4285
241,(주)금강부러쉬,"부산광역시 금정구 수원지로22번길 26 (회동동, 금강부러쉬)",일반철물 제조업,051-525-4285
242,(주)금강사,부산광역시 강서구 미음산단4로 25 (미음동),그 외 기타 분류 안된 금속 가공 제품 제조업 외 1종,051-714-2022
243,(주)금강씨엔텍,부산광역시 사상구 낙동대로 1472 (삼락동),그 외 자동차용 신품 부품 제조업 외 3종,051-305-5353
244,(주)금강엘엠이,부산광역시 사하구 다산로225번길 44 (장림동),도금업,051-263-3993
245,(주)금강정밀공업,부산광역시 사상구 대동로223번길 27 (학장동),절삭가공 및 유사처리업,051-327-0717
246,(주)금강제경유리,부산광역시 금정구 공단로 31 (금사동),안전유리 제조업 외 6종,051-525-6030
247,(주)금강제경유리,부산광역시 금정구 공단서로18번길 22 (금사동),안전유리 제조업 외 1종,051-525-6030
248,(주)금강피앤에스,부산광역시 기장군 장안읍 오리산단5로 3,"탭, 밸브 및 유사장치 제조업",051-723-6622
249,(주)금경라이팅,"부산광역시 기장군 정관면 산단6로 12-6, 제1공장 (정관읍)",절삭가공 및 유사처리업 외 6종,051-747-1041
250,(주)금광스텐,부산광역시 기장군 정관읍 산단4로 2-1,금속 위생용품 제조업 외 1종,051-522-5950
251,(주)금광어패럴,"부산광역시 남구 고동골로 130-31, 2층 (문현동)",셔츠 및 블라우스 제조업 외 4종,051-631-8895
252,(주)금남선박,"부산광역시 영도구 해양로23번길 16 (청학동, (주)금남)",목재문 및 관련제품 제조업 외 1종,051-413-8001
253,(주)금당메탈,부산광역시 사하구 을숙도대로569번길 13 (신평동),선박 구성 부분품 제조업,051-205-3351
254,(주)금동스틸,부산광역시 강서구 녹산산업북로 25 (송정동),육상 금속 골조 구조재 제조업 외 2종,051-832-1083
255,(주)금보섬유,부산광역시 부산진구 동평로73번길 46 (당감동),침구 및 관련제품 제조업,051-808-0093
256,(주)금보엘리베이터,"부산광역시 사상구 학장로248번길 77 (학장동, 금보엘리베이터)",승강기 제조업 외 2종,051-322-8496
257,(주)금복이엔지,부산광역시 강서구 낙동남로622번길 75 (녹산동),선박 구성 부분품 제조업,051-831-2435
258,(주)금산,부산광역시 강서구 녹산산업중로 259 (송정동),금속 캔 및 기타 포장용기 제조업,051-831-6060
259,(주)금산이엔지,부산광역시 사상구 낙동대로1302번길 38 (삼락동),산업용 난방보일러 및 방열기 제조업 외 4종,051-304-7084
260,(주)금성메탈,부산광역시 강서구 미음국제5로다길 9(미음동),그 외 기타 일반목적용 기계 제조업,미등록
261,(주)금성이엔지,부산광역시 사하구 감천항로190번길 37 (구평동),산업용 냉장 및 냉동 장비 제조업,051-261-0375
262,(주)금수커넥팅,부산광역시 강서구 녹산산단335로 34 (송정동) (총 2 필지),강관 제조업 외 4종,051-831-6023
263,(주)금양,부산광역시 강서구 과학산단2로19번길 194(지사동),그 외 기타 분류 안된 화학제품 제조업 외 1종,051-310-5870
264,(주)금양,부산광역시 사상구 낙동대로960번길 79 (감전동),운송장비용 이차전지 제조업 외 3종,051-316-5881
265,(주)금양,부산광역시 사상구 감전천로 133 (감전동),그 외 기타 분류 안된 화학제품 제조업 외 3종,051-325-5887
266,(주)금영엔터테인먼트,부산광역시 기장군 정관읍 달산리 248-15번지,텔레비전 제조업,051-744-7810
267,(주)금영테크,부산광역시 강서구 녹산산단261로31번길 28 (송정동),도금업,051-831-4689
268,(주)금오이엔에스,부산광역시 기장군 기장읍 읍내로15번길 10,그 외 기타 특수목적용 기계 제조업,070-7733-1403
269,(주)금오테크,부산광역시 사하구 장평로71번길 36-6 (장림동),합성수지 및 기타 플라스틱 물질 제조업,051-264-9881
270,(주)금오테크,"부산광역시 사하구 다대로300번길 21 (장림동, (주)금오테크) (총 2 필지)",플라스틱 창호 제조업,051-264-9881
271,(주)금오퍼니처,부산광역시 사하구 장평로 406 (괴정동),금속 가구 제조업,051-262-8991
272,(주)금우정공,부산광역시 강서구 미음국제5로나길 27(미음동),"탭, 밸브 및 유사장치 제조업 외 1종",051-971-0120
273,(주)금원아이디에스,부산광역시 사상구 학장로 249 (학장동),그 외 기타 1차 철강 제조업,051-312-4213
274,(주)금정씨푸드,"부산광역시 사하구 두송로 265, 지하1층 (구평동)",수산동물 냉동품 제조업,051-253-9400
275,(주)금진식품,부산광역시 사하구 장림번영로104번길 80 (장림동),"수산동물 훈제, 조리 및 유사 조제식품 제조업",051-263-2116
276,(주)금창수산,부산광역시 사하구 장림로 212 (장림동),기타 수산동물 가공 및 저장 처리업,051-261-4441
277,(주)금천메카트로닉스,부산광역시 강서구 가락대로1397번길 103 (봉림동),기체 펌프 및 압축기 제조업,051-973-5145
278,(주)금하기업,"부산광역시 사상구 사상로375번길 68 (덕포동, (주)금하기업)",그 외 기타 플라스틱 제품 제조업,051-305-5211
279,(주)금하정공,부산광역시 강서구 식만로85번길 51 (죽림동),금속 절삭기계 제조업,051-941-8947
280,(주)금하플러스,부산광역시 강서구 미음산단로 60 (구랑동),강관 제조업 외 1종,051-831-2624
281,(주)금호산업,부산광역시 사상구 낙동대로881번길 37 (감전동),가정용 비전기식 조리 및 난방 기구 제조업,051-315-2780
282,(주)금호이엔지,부산광역시 기장군 장안읍 명례산단5로 115,선박 구성 부분품 제조업 외 1종,051-728-3827
283,(주)금호창호,"부산광역시 강서구 울만로25번길 103-9,  외 2필지 (대저2동)",목재문 및 관련제품 제조업 외 2종,051-506-4915
284,(주)금화스틸,부산광역시 금정구 개좌로272번길 21-12 (회동동),구조용 금속 판제품 및 공작물 제조업,051-552-9302
285,(주)금화정밀,부산광역시 사상구 새벽시장로 91 (감전동),자동차 차체용 신품 부품 제조업 외 1종,051-314-3330
286,(주)기성후렌지,부산광역시 강서구 녹산산단262로49번길 12 (송정동),강관 제조업 외 1종,051-941-2544
287,(주)기수정밀,부산광역시 기장군 정관읍 농공길 2-69,그 외 자동차용 신품 부품 제조업,051-728-9913
288,(주)기영포맥스       ,부산광역시 기장군 정관읍 산단7로 77 (정관읍),금속 가구 제조업 외 2종,051-634-4754
289,(주)기원솔루텍,부산광역시 강서구 과학산단1로103번길 47 (지사동),기어 및 동력전달장치 제조업 외 4종,051-997-9600
290,(주)기장끝집,부산광역시 기장군 정관읍 산단3로 91-24,기타 식사용 가공처리 조리식품 제조업,미등록
291,(주)기장명품특산물,부산광역시 기장군 장안읍 오리길 166,수산동물 건조 및 염장품 제조업,051-727-3083
292,(주)기장사람들,부산광역시 기장군 일광면 일광로 747-2,수산식물 가공 및 저장 처리업,051-722-2248
293,(주)기장사람들   ,부산광역시 기장군 장안읍 반룡산단2로 16,수산식물 가공 및 저장 처리업,051-722-2248
294,(주)기펠,부산광역시 강서구 미음국제5로다길 23(미음동),기타 물품 취급장비 제조업,051-832-0667
295,(주)기하정밀,부산광역시 강서구 미음산단로92번길 16 (구랑동),그 외 기타 금속가공업 외 1종,051-831-8086
296,(주)기하정밀,부산광역시 강서구 가달1로 33 (생곡동),주형 및 금형 제조업 외 4종,051-831-5081
297,(주)기하정밀,"부산광역시 강서구 녹산산단382로14번길 55, 305호 (송정동, 부산광역시 신발산업진흥센타)",특수 직물 및 기타 직물 직조업,051-831-2136
298,(주)길빛,"부산광역시 사상구 장인로 70, 2층(학장동)",간판 및 광고물 제조업,미등록
299,(주)김해합동양조장,부산광역시 강서구 가락대로1397번길 243-1 (봉림동),탁주 및 약주 제조업,051-941-2666
300,(주)깊은바다,"부산광역시 사하구 다대동로6번길 17, 201호 (다대동)",기타 수산동물 가공 및 저장 처리업,051-201-0167
301,(주)까사세라믹 홈디포,"부산광역시 기장군 장안읍 에코산단2로 59, 외 2필지(1152-9, 1152-10)",비내화 모르타르 제조업 외 1종,051-728-6370
302,(주)까치원색,부산광역시 중구 대청로135번길 7-1 (동광동4가),기타 인쇄업,051-464-0514
303,(주)깐깐한여니씨 기장지점,부산광역시 기장군 장안읍 오리산단로 189,차류 가공업 외 2종,ARS-1577-2095
304,(주)꼬모,"부산광역시 부산진구 신암로 93, 영신빌딩 5층 (범천동)",셔츠 및 블라우스 제조업 외 4종,070-7634-1234
305,(주)나경테크,부산광역시 사상구 모덕로96번길 59-21 (덕포동),금속 표시판 제조업 외 1종,미등록
306,(주)나노켐,부산광역시 강서구 녹산산업중로168번길 13 (송정동),계면활성제 제조업,051-632-0771
307,(주)나노텍세라믹스,부산광역시 강서구 녹산산업중로167번길 42 (송정동),비금속광물 분쇄물 생산업 외 2종,051-831-2468
308,(주)나노텍세라믹스,부산광역시 강서구 낙동남로533번길 41 (녹산동),기타 신발 제조업,051-831-2468
309,(주)나노휠  ,부산광역시 기장군 장안읍 반룡산단1로 44 ,그 외 기타 달리 분류되지 않은 운송장비 제조업,미등록
